date,daily_return,nav,cumulative_return
2024-11-14,-0.005792911936093964,1.15100238189934,0.15100238189934
2024-11-15,0.003599701835620556,1.155145647286267,0.1551456472862669
2024-11-18,-0.004254541885673155,1.1502310317458344,0.1502310317458344
2024-11-19,0.001820285873204893,1.152324781043843,0.15232478104384306
2024-11-20,0.013530349845509815,1.1679161384670167,0.1679161384670167
2024-11-21,0.005705842270949475,1.1745800837388058,0.17458008373880585
2024-11-22,-0.010701402647324032,1.1620104293211893,0.16201042932118925
2024-11-25,0.0023017104678943624,1.1646850408901603,0.16468504089016034
2024-11-26,-0.0018000375242344115,1.1625885641126437,0.16258856411264366
2024-11-27,-0.004405514798886902,1.1574667629884288,0.15746676298842877
2024-11-28,0.005736315173579519,1.1641063571438732,0.16410635714387323
2024-11-29,0.013703457688108572,1.1800586393534525,0.18005863935345245
2024-12-02,0.023235226323633028,1.2074775689139885,0.2074775689139885
2024-12-03,-0.00837992654231739,1.1973589955849933,0.19735899558499326
2024-12-04,-0.02896176637933457,1.162681364082666,0.1626813640826661
2024-12-05,-0.00896362758638711,1.1522595213333964,0.15225952133339637
2024-12-06,-0.0023860189550771785,1.1495102082743267,0.1495102082743267
2024-12-09,0.011195426516563642,1.1623794653411017,0.1623794653411017
2024-12-10,0.0004115836942018623,1.162857881775511,0.16285788177551108
2024-12-11,0.005271848117450795,1.168988291910412,0.16898829191041198
2024-12-12,0.012931311433777643,1.1841048435755452,0.18410484357554524
2024-12-13,0.003372696713544354,1.1880984700899644,0.1880984700899644
2024-12-16,-0.008986415208123327,1.1774217239295999,0.17742172392959987
2024-12-17,-0.018273370287932057,1.155906260783179,0.15590626078317893
2024-12-18,-0.00023890109759790472,1.1556301135087574,0.15563011350875744
2024-12-19,-0.00494614190022661,1.1499142029831682,0.14991420298316815
2024-12-20,0.004962737652695821,1.1556209254956824,0.1556209254956824
2024-12-31,-0.013795307288585527,1.1396787797193497,0.13967877971934972
2025-01-02,0.009232835193964232,1.150201246066557,0.15020124606655694
2025-01-03,-0.043889067340072696,1.0997199861233062,0.09971998612330624
2025-01-06,0.005335131309218822,1.1055871366526464,0.10558713665264641
2025-01-07,0.019981737332879397,1.1276786884158498,0.12767868841584984
2025-01-08,0.0016183114677867088,1.129503623769292,0.12950362376929192
2025-01-09,-0.002893387961742872,1.126235531581533,0.1262355315815329
2025-01-10,-0.010470366051421688,1.1144434333057567,0.11444343330575668
2025-01-13,-0.006298286018621991,1.107424349811222,0.10742434981122195
2025-01-14,0.01285659720118524,1.1216620586075292,0.12166205860752921
2025-01-15,-0.004147439885301241,1.1170100326478314,0.11701003264783139
2025-01-16,0.0030046503135007013,1.12036625719261,0.12036625719261007
2025-01-17,-0.0011238483307673963,1.119107135444616,0.11910713544461604
2025-01-20,0.00402090509708144,1.1236069590297055,0.12360695902970553
2025-01-21,0.0008607806821272935,1.1245741381943422,0.12457413819434215
2025-01-22,-0.001749089163154749,1.1226071577560623,0.12260715775606235
2025-01-23,0.0017094607286449962,1.1245262106059422,0.12452621060594216
2025-01-24,0.002839642007497578,1.127719462472111,0.12771946247211097
2025-01-27,0.014497755148644023,1.1440688631153921,0.14406886311539213
2025-02-05,-0.0001881940288710345,1.1438535561867365,0.14385355618673645
2025-02-06,0.011330738924684456,1.1568142621999602,0.1568142621999602
2025-02-07,0.019772411627552274,1.1796872699688008,0.1796872699688008
2025-02-10,0.002040074553957848,1.1820939199498923,0.18209391994989232
2025-02-11,0.004097068135665745,1.1869370392826832,0.18693703928268324
2025-02-12,0.020124953076678265,1.2108240915032187,0.21082409150321868
2025-02-13,-0.0013213718193743468,1.2092241426704868,0.20922414267048683
2025-02-14,-0.01890709163081784,1.1863612310028189,0.18636123100281887
2025-02-17,0.006476348663530513,1.1940445199756884,0.1940445199756884
2025-02-18,-0.013050080658089271,1.178462142680656,0.17846214268065608
2025-02-19,0.01410045700634475,1.1950789974571296,0.19507899745712964
2025-02-20,0.007659561386640413,1.204232778400037,0.20423277840003706
2025-02-21,0.0015900519785308,1.2061475711119436,0.2061475711119436
2025-02-24,0.0033879658611729122,1.2102339579064074,0.21023395790640742
2025-02-25,-0.005783147301733997,1.203234996658274,0.20323499665827405
2025-02-26,0.011661034899371049,1.2172659619464508,0.21726596194645076
2025-02-27,0.011038274255660873,1.2307024774764965,0.23070247747649653
2025-02-28,0.001451092908777673,1.2324883411143777,0.23248834111437766
2025-03-03,0.0018116009155193526,1.2347211181215074,0.23472111812150742
2025-03-04,-0.004768595915521191,1.2288332320408255,0.2288332320408255
2025-03-05,0.004282613431578817,1.2340958497455339,0.23409584974553388
2025-03-06,0.01206884043015382,1.248989955631628,0.24898995563162796
2025-03-07,0.013373453984576998,1.2656932653304662,0.2656932653304662
2025-03-10,0.003942479157550988,1.2706832346488843,0.27068323464888433
2025-03-11,-0.001431863493716569,1.268863789713113,0.268863789713113
2025-03-12,-0.009498685463716234,1.2568112516783292,0.2568112516783292
2025-03-13,0.002360801638014267,1.2597783337399662,0.25977833373996617
2025-03-14,0.0005518262730669966,1.2604735125227644,0.2604735125227644
2025-03-17,0.0017003002093764806,1.2626166959000205,0.26261669590002046
2025-03-18,0.007200430238581631,1.2717080793369169,0.2717080793369169
2025-03-19,-0.004323183460674983,1.2662102520015208,0.2662102520015208
2025-03-20,-0.0006707061778528417,1.2653609969630428,0.26536099696304283
2025-03-21,-0.00667677319772556,1.2569124685730728,0.2569124685730728
2025-03-24,-0.0060599031008930935,1.2492957008072156,0.24929570080721564
2025-03-25,-0.009120595947495655,1.2379013795012095,0.2379013795012095
2025-03-26,0.00533631376965778,1.2445072096781202,0.24450720967812023
2025-03-27,-0.005261484178360932,1.2379592546845426,0.2379592546845426
2025-03-28,-0.009955284741772409,1.2256350178054456,0.2256350178054456
2025-03-31,0.02704475461387368,1.2587820161081646,0.25878201610816465
2025-04-01,-0.020061624362123467,1.2335288041472063,0.23352880414720634
2025-04-02,-0.024038148887104763,1.2038770550965836,0.2038770550965836
2025-04-03,0.0053973445548631815,1.210374794364634,0.2103747943646339
2025-04-30,-0.0007047221116621965,1.2095218164836465,0.20952181648364654
2025-05-06,0.013529253722675133,1.2258857440219648,0.22588574402196482
2025-05-07,0.00020673851331702093,1.2261391818181806,0.2261391818181806
2025-05-08,-0.00028271573963461745,1.225792532972498,0.2257925329724979
2025-05-09,0.0015991160823408705,1.2277527175255878,0.2277527175255878
2025-05-12,0.003884468271752507,1.2325218840023737,0.23252188400237372
2025-05-13,0.018286095283300892,1.2550598966119946,0.2550598966119946
2025-05-14,0.007257872706738418,1.2641689615809368,0.26416896158093683
2025-05-15,0.010976881204061921,1.278045594094073,0.2780455940940729
2025-05-16,-0.0002922755997001857,1.277672052551615,0.277672052551615
2025-05-19,0.009334245890130481,1.2895981576570794,0.2895981576570794
2025-05-20,0.02673265897393355,1.324072545419139,0.3240725454191391
2025-05-21,-0.022433990058585453,1.2943683150983603,0.29436831509836026
2025-05-22,-0.012827177896354238,1.2777652224571894,0.2777652224571894
2025-05-23,-0.014568713508635096,1.2591498269999133,0.2591498269999133
2025-05-26,0.005932828478100302,1.2666201469517335,0.2666201469517335
2025-05-27,0.003111585545990265,1.2705613438932486,0.2705613438932486
2025-05-28,-0.0017650390755712937,1.2683187534733666,0.26831875347336664
2025-05-29,0.01692777153454854,1.2897885635651474,0.2897885635651474
2025-05-30,-0.01288244715123447,1.2731729305587527,0.2731729305587527
2025-06-03,0.019122543940128904,1.297519235866745,0.2975192358667449
2025-06-04,0.02858990275066302,1.3346151846372898,0.3346151846372898
2025-06-05,-0.024982700637208644,1.3012728930136235,0.3012728930136235
2025-06-06,-0.005220276424084207,1.2944798888089246,0.2944798888089246
2025-06-09,0.019165966507345013,1.319289847002268,0.31928984700226803
2025-06-10,-0.013824382536404596,1.301051479480914,0.30105147948091404
2025-06-11,0.01114602720548761,1.3155530346669482,0.3155530346669482
2025-06-12,0.0033330771265119253,1.31993787439551,0.3199378743955099
2025-06-13,-0.01932594868051375,1.294428822773476,0.29442882277347593
2025-06-16,0.0010130802680406335,1.2957401830722108,0.29574018307221084
2025-06-17,-0.006508128305051814,1.2873073397107657,0.2873073397107657
2025-06-18,-0.009095472199266959,1.275598671590514,0.2755986715905141
2025-06-19,-0.023329229648921347,1.24583993724112,0.24583993724111997
2025-06-20,-0.005737019654185761,1.2386925290351982,0.23869252903519822
2025-06-23,0.010553219427980178,1.2517647230979065,0.25176472309790654
2025-06-24,0.0011014118640554793,1.2531434316149328,0.2531434316149328
2025-06-25,-0.0010893780831607858,1.2517782846254746,0.2517782846254746
2025-06-26,-0.0008423895536898044,1.2507237996749705,0.2507237996749705
2025-06-27,0.00741670661775169,1.2600000511569995,0.26000005115699953
2025-06-30,0.036734082004857206,1.306284996362325,0.3062849963623251
2025-07-01,-0.004280487283385795,1.3006934600469184,0.30069346004691844
2025-07-02,-0.01967840870740078,1.2750978825370718,0.2750978825370718
2025-07-03,-0.0007340126757484754,1.2741619445284695,0.27416194452846954
2025-07-04,-0.0125473385801045,1.2581746032045866,0.25817460320458663
2025-07-07,0.010136292616707144,1.270927829145578,0.2709278291455779
2025-07-08,0.002822217072962991,1.2745146633634965,0.2745146633634965
2025-07-09,0.0013854017294389215,1.2762803781823158,0.27628037818231577
2025-07-10,-0.010804061121492048,1.2624913669682731,0.26249136696827313
2025-07-11,0.009256676641848621,1.2741778413154239,0.2741778413154239
2025-07-14,0.005880558332161782,1.2816707184368272,0.2816707184368272
2025-07-15,-0.01251979128187907,1.265624468549902,0.26562446854990207
2025-07-16,0.001358234443716625,1.2673434832958972,0.2673434832958972
2025-07-17,0.016822125199867047,1.2886628940431364,0.2886628940431364
2025-07-18,0.0055100011233204255,1.2957634280368955,0.2957634280368955
2025-07-21,0.01411550028612539,1.314053777076101,0.31405377707610094
2025-07-22,0.023180323554886424,1.3445139687972456,0.3445139687972456
2025-07-23,-0.02982579504472165,1.3044127707291338,0.30441277072913375
2025-07-24,0.014016223214483101,1.3226957112874957,0.32269571128749575
2025-07-25,-0.005920110888014991,1.3148652060055719,0.3148652060055719
2025-07-28,0.01950214748805548,1.340507901180005,0.34050790118000496
2025-07-29,0.012658957915909609,1.3574773342869868,0.3574773342869868
2025-07-30,-0.00995137534413524,1.3439685678123408,0.34396856781234075
2025-07-31,0.009089158600683043,1.3561841112795199,0.3561841112795199
2025-08-01,-0.015428740195126208,1.33525989896983,0.3352598989698301
2025-08-04,0.0003765468888233714,1.3357626869305577,0.33576268693055766
2025-08-05,0.004885234360017228,1.3422882007055796,0.34228820070557964
2025-08-06,-0.003322631329631816,1.3378282718765202,0.3378282718765202
2025-08-07,0.0027057582620791973,1.3414481117763934,0.34144811177639345
2025-08-08,-0.0014870328213651032,1.3394533344060238,0.33945333440602377
2025-08-11,0.009417114307027588,1.3520671195650547,0.35206711956505465
2025-08-12,-0.011074720702616399,1.3370933538446805,0.33709335384468053
2025-08-13,0.011543211484169296,1.352527705202187,0.3525277052021869
2025-08-14,-0.003279638509758886,1.34809190325469,0.3480919032546901
2025-08-15,0.012215075815512523,1.3645589480592248,0.36455894805922484
2025-08-18,0.018244788080240746,1.3894550368895617,0.38945503688956173
2025-08-19,-0.003567936567702979,1.3844975494542644,0.3844975494542644
2025-08-20,-0.0003124380966635439,1.3840649796750775,0.38406497967507747
2025-08-21,-0.002874498614373705,1.3800864868087983,0.3800864868087983
2025-08-22,0.00372515059165204,1.385227516801665,0.385227516801665
2025-08-25,0.018758154541094512,1.411211828636407,0.41121182863640704
2025-08-26,-0.018076720408707184,1.3857017469726862,0.3857017469726862
2025-08-27,-0.006421571044711144,1.3768033647577207,0.3768033647577207
2025-08-28,0.006805878245880071,1.3861737208267797,0.3861737208267797
2025-08-29,0.009810125646554141,1.399772259196042,0.399772259196042
2025-09-01,0.005328865960009366,1.4072314579398373,0.4072314579398373
2025-09-02,-0.02098659625243871,1.3776984594983233,0.37769845949832326
2025-09-03,-0.025455749391067834,1.3426281127768738,0.34262811277687377
2025-09-04,-9.73837640223644e-05,1.3424973625975694,0.34249736259756935
2025-09-05,0.018606238526000973,1.3674761887465872,0.36747618874658716
2025-09-08,0.0013310502692703797,1.369296368295839,0.369296368295839
2025-09-09,-0.008850401709933514,1.3571775453764676,0.3571775453764676
2025-09-10,-0.0022602220883188332,1.3541100227106373,0.3541100227106373
2025-09-11,0.004134159068933441,1.3597081289413602,0.3597081289413602
2025-09-12,0.007907661448028841,1.3704602404931612,0.3704602404931612
2025-09-15,0.006669012200652374,1.379599856557519,0.37959985655751893
2025-09-16,0.00823742832758781,1.390964211496662,0.39096421149666205
2025-09-17,0.01212674273286038,1.407832076640098,0.407832076640098
2025-09-18,-0.0028224449791315947,1.4038585480639247,0.40385854806392474
2025-09-19,0.001512458369745342,1.4059818256748826,0.4059818256748826
2025-09-22,-0.0054645756060538505,1.3982987316877447,0.39829873168774466
2025-09-23,0.00020572061871437178,1.3985863905679747,0.39858639056797474
2025-09-24,0.009501718369628067,1.4118753645667461,0.4118753645667461
2025-09-25,0.0018476143558470472,1.4144839657589863,0.4144839657589863
2025-09-26,-0.0007805103674845772,1.4133799463590706,0.4133799463590706
2025-09-29,0.0048891617768182585,1.4202901895689308,0.4202901895689308
2025-09-30,0.042044104632155486,1.480005018907191,0.48000501890719094
2025-10-09,0.03992000926722727,1.5390868329775087,0.5390868329775087
2025-10-10,-0.021546714581141182,1.5059245682717497,0.5059245682717497
2025-10-13,0.04241534884505563,1.5697988841693358,0.5697988841693358
2025-10-14,-0.031738222461748414,1.5199762579633649,0.5199762579633649
2025-10-15,0.0064430834051264,1.5297695917672347,0.5297695917672347
2025-10-16,-0.0168580972885553,1.5039805871601493,0.5039805871601493
2025-10-17,-0.026377974858970067,1.4643086250436599,0.4643086250436599
2025-10-20,0.010358954118798641,1.4794773309062483,0.47947733090624833
2025-10-21,0.01215524467292255,1.4974607398514561,0.4974607398514561
2025-10-22,0.0019851649376335175,1.5004334464076918,0.5004334464076918
2025-10-23,-0.004371792599087312,1.4938738625712638,0.49387386257126376
2025-10-24,0.014024834590052092,1.514825196392228,0.5148251963922279
2025-10-27,0.019586989460847568,1.5444960615489889,0.5444960615489889
2025-10-28,-0.014327181634184989,1.5223677859418931,0.5223677859418931
2025-10-29,0.004212885313823475,1.5287813468295257,0.5287813468295257
2025-10-30,-0.008908886429685788,1.5151616074347993,0.5151616074347993
2025-10-31,0.01667487432209017,1.5404267368164306,0.5404267368164306
2025-11-03,0.008033437019470518,1.552801657989754,0.5528016579897539
2025-11-04,0.027585061726095095,1.595635787573784,0.5956357875737841
2025-11-05,0.011745089724282919,1.614376673066115,0.6143766730661151
2025-11-06,-0.024592338943227477,1.5746753747400333,0.5746753747400333
2025-11-07,0.012451874802709161,1.5942830353612052,0.5942830353612052
2025-11-10,-0.010211801110241487,1.5780025340906645,0.5780025340906645
2025-11-11,0.006210991002742346,1.5878034936322063,0.5878034936322063
2025-11-12,0.011772737332079317,1.606496287097696,0.606496287097696
2025-11-13,0.023614094875391976,1.644432242838186,0.6444322428381859
2025-11-14,0.020619248576039768,1.678339200019721,0.678339200019721
2025-11-17,0.03510560211244063,1.7372583081853255,0.7372583081853255
2025-11-18,-0.023869986013376126,1.6957899766673203,0.6957899766673203
2025-11-19,-0.0038861109448651986,1.6891999486788007,0.6891999486788007
2025-11-20,0.004806466439839365,1.6973190315423037,0.6973190315423037
2025-11-21,-0.031122092210310752,1.644494912132329,0.6444949121323289
2025-11-24,0.009770469885705782,1.6605624001485142,0.6605624001485142
2025-11-25,-0.0012830805658610475,1.6584317648044842,0.6584317648044842
2025-11-26,-0.002266009255556196,1.6546737430757288,0.6546737430757288
2025-11-27,0.000534231532303533,1.6555577219649547,0.6555577219649547
2025-11-28,0.016805687034483395,1.68338050690782,0.68338050690782
2025-12-01,-0.0007011359261180549,1.6822002283571,0.6822002283571
2025-12-02,0.017321957137610786,1.711339228609581,0.711339228609581
2025-12-03,-0.02103665833117099,1.6753383699685915,0.6753383699685915
2025-12-04,-0.020935071842461732,1.6402650408328665,0.6402650408328665
2025-12-05,0.016803000896691223,1.6678264157847926,0.6678264157847926
2025-12-08,0.00666524895402886,1.678942894058104,0.6789428940581039
2025-12-09,-0.014398118782779785,1.6547692748399514,0.6547692748399514
2025-12-10,0.005955673000569185,1.6646245395322872,0.6646245395322872
2025-12-11,-0.022003950431157625,1.6279962236779302,0.6279962236779302
2025-12-12,-0.004431355448719122,1.6207819937416408,0.6207819937416408
2025-12-15,0.004978573437622021,1.6288511759238589,0.6288511759238589
2025-12-16,-0.0004169402974186741,1.6281720422301185,0.6281720422301185
2025-12-17,0.0015860838647639938,1.6307544596353594,0.6307544596353594
2025-12-18,0.0037247786649603543,1.6368286590543981,0.6368286590543981
2025-12-19,0.009307089910997227,1.6520627705531146,0.6520627705531146
